hotel,is_canceled,lead_time,arrival_date,stays_in_week_nights,adults,children,babies,country,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_year,arrival_month,arrival_quarter,arrival_day_of_week,total_nights,total_guests,match_room_type,lead_time_bucket,has_special_request,is_high_risk,lead_time_bucket_encoded,meal_BB,meal_FB,meal_HB,meal_SC,meal_Undefined,market_segment_Aviation,market_segment_Complementary,market_segment_Corporate,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,distribution_channel_Corporate,distribution_channel_Direct,distribution_channel_GDS,distribution_channel_TA/TO,distribution_channel_Undefined,deposit_type_No Deposit,deposit_type_Non Refund,deposit_type_Refundable,customer_type_Contract,customer_type_Group,customer_type_Transient,customer_type_Transient-Party,reserved_room_type_A,reserved_room_type_B,reserved_room_type_C,reserved_room_type_D,reserved_room_type_E,reserved_room_type_F,reserved_room_type_G,reserved_room_type_H,reserved_room_type_L,assigned_room_type_A,assigned_room_type_B,assigned_room_type_C,assigned_room_type_D,assigned_room_type_E,assigned_room_type_F,assigned_room_type_G,assigned_room_type_H,assigned_room_type_I,assigned_room_type_K,assigned_room_type_L
2,0,4,2015-07-03,2,1,0,0,PRT,0,0,0,0,0,63.0,0,0,Check-Out,2015-07-05,2015,7,3,4,2,1,1,Last_minute,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,43,2015-07-03,2,2,0,0,PRT,0,0,0,0,0,86.0,0,0,Canceled,2015-06-29,2015,7,3,4,2,2,1,Medium,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,43,2015-07-03,2,1,0,0,PRT,0,0,0,1,0,63.0,0,0,Check-Out,2015-07-05,2015,7,3,4,2,1,1,Medium,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,43,2015-07-03,2,1,0,0,PRT,0,0,0,0,0,63.0,0,0,Canceled,2015-06-16,2015,7,3,4,2,1,1,Medium,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,43,2015-07-03,2,1,0,0,PRT,0,0,0,0,0,63.0,0,0,Canceled,2015-06-29,2015,7,3,4,2,1,1,Medium,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,43,2015-07-03,2,2,0,0,PRT,0,0,0,0,0,86.0,0,0,Canceled,2015-06-16,2015,7,3,4,2,2,1,Medium,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,97,2015-07-03,2,2,0,0,PRT,0,0,0,0,0,63.75,0,1,Canceled,2015-06-30,2015,7,3,4,2,2,1,Long,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,80,2015-07-03,2,2,0,0,PRT,0,0,0,0,0,76.5,0,1,Canceled,2015-04-17,2015,7,3,4,2,2,1,Medium,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,60,2015-07-03,5,2,0,0,PRT,0,0,0,1,0,60.27,0,0,Check-Out,2015-07-10,2015,7,3,4,5,2,1,Medium,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,106,2015-07-04,1,1,0,0,PRT,0,0,0,0,0,68.0,0,0,Canceled,2015-06-01,2015,7,3,5,1,1,1,Long,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,68,2015-07-04,1,1,0,0,PRT,0,0,0,0,0,68.0,0,0,Canceled,2015-06-23,2015,7,3,5,1,1,1,Medium,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,92,2015-07-04,1,2,0,0,PRT,0,0,0,1,0,76.5,0,1,Canceled,2015-06-15,2015,7,3,5,1,2,1,Long,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,18,2015-07-04,2,1,0,0,PRT,0,0,0,0,0,60.0,0,0,Check-Out,2015-07-08,2015,7,3,5,2,1,1,Short,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,71,2015-07-05,1,2,0,0,PRT,0,0,0,1,0,55.8,0,0,Canceled,2015-06-30,2015,7,3,6,1,2,1,Medium,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,85,2015-07-05,1,2,0,0,PRT,0,0,0,0,0,52.36,0,0,Canceled,2015-06-20,2015,7,3,6,1,2,1,Medium,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,92,2015-07-05,3,2,0,0,PRT,0,0,0,0,0,49.74,0,0,Canceled,2015-07-03,2015,7,3,6,3,2,1,Long,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,75,2015-07-06,1,2,0,0,PRT,0,0,0,0,0,76.5,0,1,Canceled,2015-06-20,2015,7,3,0,1,2,1,Medium,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,92,2015-07-06,3,1,0,0,PRT,0,0,0,0,0,68.0,0,2,Canceled,2015-04-21,2015,7,3,0,3,1,1,Long,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,89,2015-07-06,4,1,0,0,PRT,0,0,0,0,0,68.0,0,1,Canceled,2015-06-20,2015,7,3,0,4,1,1,Medium,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,100,2015-07-06,4,2,0,1,PRT,0,0,0,0,0,93.6,0,2,Canceled,2015-06-15,2015,7,3,0,4,3,1,Long,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,83,2015-07-06,5,2,0,0,PRT,0,0,0,0,0,76.5,0,1,Canceled,2015-05-22,2015,7,3,0,5,2,1,Medium,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,72,2015-07-06,6,2,0,0,PRT,0,0,0,0,0,76.5,0,1,Canceled,2015-06-25,2015,7,3,0,6,2,1,Medium,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,111,2015-07-06,2,2,0,0,PRT,0,0,0,0,0,76.5,0,1,No-Show,2015-07-06,2015,7,3,0,2,2,1,Long,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,86,2015-07-06,3,2,0,0,PRT,0,0,0,0,0,76.5,0,0,Canceled,2015-06-17,2015,7,3,0,3,2,1,Medium,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,73,2015-07-07,4,2,0,0,PRT,0,0,0,0,0,68.0,0,0,Canceled,2015-06-27,2015,7,3,1,4,2,1,Medium,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,92,2015-07-07,4,1,0,0,PRT,0,0,0,0,0,68.0,0,0,Canceled,2015-06-26,2015,7,3,1,4,1,1,Long,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,55,2015-07-07,4,2,0,0,PRT,0,0,0,1,0,81.0,0,2,Canceled,2015-06-27,2015,7,3,1,4,2,1,Medium,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,69,2015-07-07,2,2,1,0,PRT,0,0,0,0,0,76.08,0,0,Check-Out,2015-07-09,2015,7,3,1,2,3,1,Medium,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,76,2015-07-07,3,2,0,0,PRT,0,0,0,0,0,76.5,0,2,Canceled,2015-06-17,2015,7,3,1,3,2,1,Medium,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,76,2015-07-07,3,2,0,0,PRT,0,0,0,0,0,76.5,0,1,Canceled,2015-06-17,2015,7,3,1,3,2,1,Medium,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,79,2015-07-07,3,2,0,0,PRT,0,0,0,0,0,37.33,0,1,Canceled,2015-06-16,2015,7,3,1,3,2,1,Medium,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,61,2015-07-07,4,2,0,0,PRT,0,0,0,0,0,76.5,0,1,Canceled,2015-06-29,2015,7,3,1,4,2,1,Medium,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,55,2015-07-07,4,2,0,0,PRT,0,0,0,1,0,90.0,0,2,Canceled,2015-06-27,2015,7,3,1,4,2,1,Medium,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,63,2015-07-07,5,2,0,0,PRT,0,0,0,0,0,45.0,0,1,Canceled,2015-07-07,2015,7,3,1,5,2,1,Medium,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,63,2015-07-07,5,2,0,0,PRT,0,0,0,1,0,45.0,0,1,Canceled,2015-07-07,2015,7,3,1,5,2,1,Medium,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,77,2015-07-07,5,2,0,0,PRT,0,0,0,0,0,76.5,0,0,Canceled,2015-07-07,2015,7,3,1,5,2,1,Medium,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,54,2015-07-07,8,2,0,0,PRT,0,0,0,0,0,62.37,0,0,Check-Out,2015-07-17,2015,7,3,1,8,2,1,Medium,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,90,2015-07-07,10,1,0,0,PRT,0,0,0,0,0,48.6,0,0,Canceled,2015-04-08,2015,7,3,1,10,1,1,Medium,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,90,2015-07-07,10,1,0,0,PRT,0,0,0,0,0,48.6,0,0,Canceled,2015-04-11,2015,7,3,1,10,1,1,Medium,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,117,2015-07-07,10,1,0,0,PRT,0,0,0,0,0,48.6,0,0,Canceled,2015-04-08,2015,7,3,1,10,1,1,Long,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,6,2015-07-08,2,2,0,0,PRT,0,0,0,0,0,62.0,0,0,Check-Out,2015-07-10,2015,7,3,2,2,2,1,Last_minute,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,105,2015-07-08,2,2,0,0,PRT,0,0,0,0,0,76.5,0,1,Canceled,2015-04-05,2015,7,3,2,2,2,1,Long,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,51,2015-07-08,4,2,0,0,PRT,0,0,0,0,0,67.5,0,0,Check-Out,2015-07-13,2015,7,3,2,4,2,1,Medium,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,97,2015-07-08,4,2,0,0,PRT,0,0,0,0,0,76.5,0,2,Canceled,2015-06-29,2015,7,3,2,4,2,1,Long,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,72,2015-07-08,4,2,0,0,PRT,0,0,0,0,0,76.5,0,0,Check-Out,2015-07-13,2015,7,3,2,4,2,1,Medium,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,72,2015-07-08,5,2,0,0,PRT,0,0,0,0,0,76.5,0,1,Canceled,2015-06-25,2015,7,3,2,5,2,1,Medium,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,61,2015-07-08,8,2,0,0,PRT,0,0,0,0,0,68.85,0,0,Canceled,2015-05-14,2015,7,3,2,8,2,1,Medium,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,63,2015-07-08,8,2,0,0,PRT,0,0,0,0,0,68.85,0,0,Canceled,2015-05-07,2015,7,3,2,8,2,1,Medium,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,24,2015-07-09,2,3,0,0,PRT,0,0,0,0,0,100.0,0,0,Canceled,2015-06-15,2015,7,3,3,2,3,1,Short,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,89,2015-07-09,3,2,0,0,PRT,0,0,0,0,0,76.5,0,1,Canceled,2015-06-27,2015,7,3,3,3,2,1,Medium,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,92,2015-07-09,3,2,0,0,PRT,0,0,0,0,0,58.9,0,1,Check-Out,2015-07-14,2015,7,3,3,3,2,1,Long,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,84,2015-07-10,1,2,0,0,PRT,0,0,0,0,0,63.75,0,0,Canceled,2015-06-30,2015,7,3,4,1,2,1,Medium,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,65,2015-07-10,2,2,0,0,PRT,0,0,0,0,0,68.85,0,1,Canceled,2015-07-01,2015,7,3,4,2,2,1,Medium,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,85,2015-07-10,2,2,0,0,PRT,0,0,0,0,0,76.5,0,0,Canceled,2015-07-10,2015,7,3,4,2,2,1,Medium,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,115,2015-07-10,3,1,0,0,PRT,0,0,0,0,0,68.0,0,2,Canceled,2015-05-25,2015,7,3,4,3,1,1,Long,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,67,2015-07-10,3,2,2,0,PRT,0,0,0,1,0,106.25,0,0,Check-Out,2015-07-15,2015,7,3,4,3,4,1,Medium,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,87,2015-07-10,7,2,0,0,PRT,0,0,0,0,0,58.9,0,1,Canceled,2015-06-01,2015,7,3,4,7,2,1,Medium,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,71,2015-07-11,1,1,0,0,PRT,0,0,0,1,0,51.96,0,0,Check-Out,2015-07-12,2015,7,3,5,1,1,1,Medium,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,3,2015-07-11,1,2,0,0,PRT,0,0,0,0,0,75.0,0,0,Check-Out,2015-07-12,2015,7,3,5,1,2,1,Last_minute,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,3,2015-07-11,1,3,0,0,PRT,0,0,0,0,0,104.0,0,0,Check-Out,2015-07-12,2015,7,3,5,1,3,1,Last_minute,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,109,2015-07-11,1,2,0,0,PRT,0,0,0,0,0,76.5,0,1,Canceled,2015-06-27,2015,7,3,5,1,2,1,Long,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,96,2015-07-11,1,2,0,0,PRT,0,0,0,0,0,94.5,0,0,Check-Out,2015-07-14,2015,7,3,5,1,2,1,Long,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,65,2015-07-11,1,2,0,0,PRT,0,0,0,0,0,76.5,0,1,Canceled,2015-06-12,2015,7,3,5,1,2,1,Medium,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,114,2015-07-11,1,2,0,0,PRT,0,0,0,0,0,76.5,0,0,Canceled,2015-05-11,2015,7,3,5,1,2,1,Long,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,96,2015-07-11,1,2,0,0,ITA,0,0,0,0,0,94.5,0,0,Canceled,2015-06-23,2015,7,3,5,1,2,1,Long,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
